	id	sent0	label
390	1332	 Trailer cut ഒറ്റപേര് editor Donmax വേറെ ലെവൽ	Positive 
391	6190	Padam kand shesham trailer kanan vanavar undegil like adi	unknown_state
392	4209	 Mammookka look and diolouge uff... Oru rakshayum illa	Positive 
394	5492	Vere level ikka polikum. RAJA vere level aakum. Ikkaaaa	Positive
395	2269	 enii orikalum nii oru film um direct cheyalle poda V ASree kumari	Negative 
397	3990	 Idakkidakk like nokkan vannavar adi like	unknown_state 
398	4237	 Ithil mammukka guest roll aanenn ethre perkk ariyaam	unknown_state 
399	4003	 Oru singam mmayam..  pwoli trailer	Positive 
400	5093	 Lucifer 100cr clubil kayarum enne urapullavar like adikk	unknown_state 
401	1869	 Stephen thanne kolam enn parayunnavar adi like	unknown_state 
402	4432	 Average trailer...tiyaan pole akandu iruna mathiyarno....too many dialogues..	Negative 
403	3582	 Ente ammoo.... Aaa super man punch undallo ...Ijjathi item.....	Positive 
405	6025	Padam Kandu....Oru Tamil Padam Kanda feel....Orupadu prethikshichu...Oru one man show and prithviraj etra tazhan patummo atrem tannnu	Mixed_feelings
406	1596	 Ethe enthu vaa dae ethe? athinu kai addikaan kore fans oolagalum.	Negative 
409	6080	Big b 2.. nu wait cheyunavarr udoo	unknown_state
410	566	 Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu🤪🤪	Mixed_feelings 
411	375	 Mammootty fans polum like adichu pokum adaru trailer	Positive 
412	1075	 Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath	Positive 
413	5478	KINNAN ORU RAKSHAYUM ILLA BGM KIDU	Positive
414	1325	 ith rajuvattante sambil lusipur adaar aitam varunnu MEAGA STAR MAMMUKKAYAN MAKKALE	unknown_state 
416	5410	Maoist alla avnte achn vare namml adich odikkum ikkaaa	unknown_state
417	3478	 mammokka kidukkum .. katta waiting	Positive 
418	5896	Prithviraj oru guest role ayelum varam.. yene agrahikunavr undo..??	unknown_state
419	1655	 I love lalettan I miss you	not-malayalam 
420	798	 Mohan lal alla odiyan  ennariyavunna eathra pear und?	unknown_state 
422	4510	 Ningal kaynhe ullu vere oru nadan	unknown_state 
423	6260	Ожидается большая надежда. Все наилучшие пожелания	not-malayalam
424	1739	 Ithu fan made aano pakshe lalettanunee veesham cheerillannu parayunnavar  ithu lalettanee cheeru	unknown_state 
425	2539	 Filim kandapol onnu koodi trailer kannanam ennu thonni...ettan mass ka bap	Positive 
426	6519	Bgm polichu onnum parayan ella	Positive
427	6469	Ee avinja fansukare kond thottaallo dei padam kollamengil oodum allel pottum	Negative
429	2255	 Dislike pooranmar neeti oru oombu vecho	Negative 
430	5982	Ikka age ethreyaan enn chodikunilla ath parinjitt karyamilla enna ippozum ithoke egane sadhikunnu	Positive
431	1095	 Kidu item myrole...onnum parayanilllaa....adipwoli...fdfs.    Lockeddd .ikkkkkkkaaaa loveee uuu	Positive 
432	5816	Mammotide thalayude vfx bigiline vettichu enn parayan paranju....	Mixed_feelings
433	3512	 Nammade trailer iniyum reach aakaan undu. Maximum time kanuka. Maximum iniyum Share cheyyuka	unknown_state 
434	1713	 Odiyante triler leak cheyyum ennu parayunnavarod.....ayyappante photo veettil undenkilum swamiye kanan ellavarum malaykku thanne pokum	Negative 
435	4226	 Ithrem dislike adichavar malayalikal aagan vazhiyilla	Negative 
436	2251	 Nalla subscribers ulla oru channelil ittudayirunu.... Nthayalam katta waiting  mamooka	Mixed_feelings 
437	4085	 Model school terror school ever... In tivandrum...	not-malayalam 
438	341	 Makkale onnum nokkanda ninghal vanna bakkam enna 1:54	unknown_state 
439	2455	 1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..	Mixed_feelings 
440	5550	Next hit loading 2019 ikka anguu edukuvaaa	Positive
441	2298	 Lalettanu mass kanikkan oru chaya glass thanne dharalam	Positive 
442	964	 Ente ponnuu dileepetta trailer polichu ikkayude aniyanu dileepettanu vijayashamsakal nerunnu dileepettan peruthishtam ikka uyir	Positive 
443	5037	 Raja pulimurukanumayi Similarity und jagapathy babu dubbing  Bgm  fight location  Siddique police	Mixed_feelings 
444	2595	 I like madhura Raja trailer.so I make a version of Lionel Messi using Madura Raja trailer	not-malayalam 
445	5639	Njn idaan vijaarch vanna comment. ivde niranj kalikkunnalloookilichundan maanga-2	unknown_state
446	2537	 Mammookka fans onnh like adicch po	unknown_state 
448	6057	Tovinodee oru mass padathinuu vendi waiting aarnuu..  ethu polikuummm..	Positive
449	2220	 Aanoruthan thokkum pidich irangiya neerali alla Avante appan vare padikkum...alla pinne..ikka fans hit like	Negative 
450	2162	 Alla pokri rajyil sidekinety Kai vettuley	unknown_state 
451	3736	 Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi	Positive 
452	3591	 Kollaam pakshe lucifernte athrak ethilla urappaanu	Mixed_feelings 
453	1706	 Ennalum ithrem kashttappettu dislike adikkunnadhu enthinanavo	Negative 
454	3598	 Ithu trailer pole illa oru teaser.. Enthayalum sambhavam kidukki... Waiting...	Positive 
455	1776	 YouTube hang aaayi 71k Like 16k Views	unknown_state 
456	2955	 1:08  back groundile photo sukumaran sir .....lalettante appachan ...	unknown_state 
457	1829	 Lahari channel subscibers orupad koodii MAMANKAM karnam	unknown_state 
458	2383	 enthokeyo evdakayo oru thakarar pole... ennalum kolaam...	Mixed_feelings 
460	4720	 Chaanakahinalkathu  ulla potimaaankal.. Dislke yethra adichitu  kaaryamilla  yeriyunna Marathil  bhalamundu	Negative 
461	2185	 kandidte oru shogam padam akuna thonathe parayan patula mamooty prithviraj okke inde	Mixed_feelings 
462	6052	Dislike adicha colani membersin ente namaskaram. Feeling pucham	Negative
463	805	 Loocheeperinte kalem ethi mekkale ellarun meri nikk	Negative 
464	3051	 Ikka varunnu iniyum maasukal srshtikaan in the age of 68 ikkaye ishtamullavar like kodukk	Positive 
466	2141	 Iam tamilnadu kerala peoples also good	not-malayalam 
467	5131	 Prithvirajinu .. thettilla.....lucifer  god luck.	Positive 
468	443	 Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram	Negative 
469	5713	Dislike adikunna mammunikale	Negative
471	2977	 Oru reksheyum illa 200 Kodi club ill kerum ennu orappolavar like adi	unknown_state 
472	6504	Kiduuuu.. kiduuuu... Maranna item... Maranna mass BGM	Positive
473	3126	 1:47 vfx aavashyamillayirunnu.. mammukka mammukkayayi irikunnathane nallathe	Positive 
474	659	 Dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuuu	Negative 
475	5972	Amazing movie !! I saw it.	not-malayalam
476	997	 #brothersday yil prithwiraj sukumaran #LAD il mallika sukumaran #ittimaniyil late sukumaran This onam polikkum	Positive 
477	6013	Uff  Romanjam.... Marana  mass	Positive
478	1672	 Youtube adichu poi makkale.. Raja vannu......	Positive 
479	3728	 blast fdfs  Palakkad ntea own odiyan	unknown_state 
480	5022	 itrem nalum  kathu 6 manikkoor koode kakkam	Positive 
482	2663	 Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്	Positive 
483	1350	 Ithupole oru trailer iniyundakumennu thonunnilla. Superb	Positive 
484	5602	Poli poli poli 🥰🥰🥰chende bgm wooow	Positive
485	5469	Ente  ponnu annaa oru rekshayum ellaaa....katta waiting...	Positive
486	1896	 10k Like Challenge........ Only for Lalettan Fans................	unknown_state 
488	5482	Ippo ettanfan ikkafan parayunilaa   Malayalam industry verea level aakanm so fdfs parayunilaa fd parayunu	Positive
489	2915	 ayyeeee.....ithenthu samsaram....slangue pattilla lelettanu ...... sadharana malayalam mathi aayirunnu....ithu nalla bore aayitund	Negative 
490	3942	 Ettanay kanan vendiii veendum veendum varunnay njn mathrano	unknown_state 
491	5200	 Semma mass ah iruku #Mohanlal sir awesome	not-malayalam 
492	1701	 annaa njagal katta waiting aanu abudhabi dalma mallil... annanem pillarem kanan...	Positive 
493	1610	 Innu thanne ithu etramathe vattama e trailer repeat adichu kanunnennu eniku thanne ariyilla...kidiloskki	Positive 
494	4522	 Feels like ‘UnniMukundan is the Hero’	not-malayalam 
495	4357	 Still trending no. 1 after 4days	not-malayalam 
497	3695	 madhuraraja 3 hour 111k views lalettan in minutes HAHAHA	not-malayalam 
498	2197	 Vadakkan veeragaadhayileyum pazhassirajayileum kanakku allathe puthiya oru thalathil mammookkaye thannathinu nandhi	Positive 
499	6532	100k like in just 35 minutes	not-malayalam
500	3994	 All best mammuka  From ettan fans	not-malayalam 
501	113	 mallu students canada arelum? like here	unknown_state 
502	107	 Jelli kettinte trailer bgm pole ind	Positive 
503	2806	 Vere aarkund makkale ee prayathil ingane mass kaanikunne oru hero	Positive 
504	765	 Trailer TRIPLE STRONG akumenu orapullavar like adik	Positive 
505	4299	 Waiting for the big budget movie Marakkar Arabikadalinte Simgham	not-malayalam 
506	1447	 Kilichundan maambazhathile slang . Oru matullalaa	Mixed_feelings 
507	1206	 Powlichu	Positive 
508	2392	 17 k views 100k like  wow..	not-malayalam 
509	4129	 Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda	unknown_state 
511	3572	 Lucifer um madhura rajayum  block buster film avatte........	Positive 
513	6145	Avarage aakana sadiatha tovino ishtam	Mixed_feelings
514	3166	 Raja 100cr adikkumenn urappullavar like adikk	Positive 
515	4059	 Marana mass waiting for mamankham	Positive 
517	573	 Please koi bantyega movie ki release date kya hai?	not-malayalam 
518	748	 ALL KERALA THALAPATHY BLOODS WISHES MOHAN LAL	unknown_state 
519	6410	Ikka padanine dileepetta fans ella support	Positive
520	546	 Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM	Positive 
521	3094	 Uff. Oru rakshayumilla. 6 thavana kandu. Pwoli. Ikka mass	Positive 
523	2878	 Aju vargheese negatuve role aanen thonniyavar ondo	unknown_state 
524	2284	 machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani)	Positive 
525	6304	Very nice .mammookka muthaaanu  appo njan fds urappichu.....	Positive
526	2294	 E film chutiya kategi..faltu movie hoga pakka..	not-malayalam 
527	2728	 adipoli trailer . waiting madura raja	Positive 
528	3458	 nirthathan samayamaii mammmokkka  prayam kurey ayyi	Negative 
529	3950	 Hambo ..Vere level ..Oru rakshayum illa	Positive 
530	2090	 Alla....manasilalyoooo.......  Viswasichu koodevarunnavare jeeevanaan .....eetu....jeevan .....koduthayaaalum ...... Samrakshichirkkum.......  Madhura Raja .......	unknown_state 
531	5792	Vayya anna wait cheyyan inn iraakk pettan	unknown_state
532	5949	Ilaya thalapathy vijay fans from kerala... adi like!	unknown_state
533	3194	 Malayala cinemayude range maatti rachikkuvaan pokunna mamanga maholsavathinu thiri koluthi waiting for NOV 21 #MAMMOOKKA #MAMANGAM #FDFS	Positive 
534	3769	 ithu kandu pazhaya school kaalam oorma vannavar ivide like adi only for govt scholl piller	unknown_state 
535	2358	 Ente ponne iger pilichadukku lle	unknown_state 
536	5720	Mohanlal fans like here .... Ettan maaasss aanu	Positive
537	1388	 Lalletan fansinte ella supportum und ikka.....  Ethu porikum.... Oru samsayavum venda...	Positive 
539	2194	 Arum angna kuttam parayatha oru trailer Nice #MAMMOOTTY !	Positive 
540	4605	 Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?	unknown_state 
541	254	 Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......	Positive 
543	3614	 Thakarthu Jayettaa..  katta waiting for Pullu Giri n Team	Positive 
544	2834	 Apppo hero aaranu?	unknown_state 
545	726	 Ee christmasile oru mass entertainer aavum ee film....	Positive 
546	5850	Anusitharak pakaram namitha pramod mathiyayrnu thoniyavar	Mixed_feelings
547	6340	Deei enderade keri teaserinu like adichadu pole like adi	unknown_state
548	207	 Entammo ikka powli powli ...heavy item	Positive 
551	4905	 Last Title Bgm Kola Masss..	Positive 
552	2932	 onnum parayanilla mammoka superb bgm woww	Positive 
554	4281	 Akkanae Kanan Wait Cheyunnavar Like Adichit Poo	unknown_state 
555	269	 Pokiri Raja nte athra odulaa ee chithram eniku thonunnu....	Negative 
556	1873	 Movie kandathine shesham vannavarundengii adiyada oru Madura like	unknown_state 
557	2813	 Onam lalettan eduthu ennu parayan paranju	Positive 
558	716	 ee pulli great father inte grand father aaayi varum....kolakolli item	Positive 
559	3405	 Mammootty nalla cinemakal vittu pinnem mass floppukalilekku pokanallo! Mayiru....	Negative 
561	5778	Rajuvine miss cheyyunnennu thonnunnavar like here	unknown_state
562	5790	Enniku mathramanno ith jayasurayude IDI yumayi samyam thonniyathe	Mixed_feelings
563	3725	 Joy thakkolkaaranil ninnum oru massZz change	Positive 
564	5266	 Nerathe itta oru comment in like aayonn nokan vannit athinte podi polum kanunnillaa	unknown_state 
565	6574	Hevvy mass lalettan and mammukka fans like	unknown_state
566	2811	 Mamaangam valiya hit akatte  Lalettan and Thalapathy Vijay fansinte Ellavidha supportum undavum 🤗🤗🤗	Positive 
567	5827	Ikkaa ingalu oru jinn aanu ttaa....	Positive
568	5081	 Hufff bgm.ikkka mass pakka masss	Positive 
569	1316	 Jeyetta padam full undo trailer il?? Sambavam colour aayittundalloo...	Positive 
570	3404	 Pulimurugande cheriyoru copy aarkengilum feel aayo?	Mixed_feelings 
571	5462	mind blowing ikkaaaa....	Positive
572	94	 Ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.	Positive 
573	2675	 Tickets edukkan chaver akendi varoonna thonnunne	unknown_state 
574	1988	 Trailer kollam.... But Oru Telugu padam pole irikanu... Enthayalum oru action packed mass padam aayirikum	Mixed_feelings 
575	2188	 1 year of AS.  Aarokke trailer kanan vannu 1 year aayath kond	unknown_state 
576	2434	 192K Views	Positive 
577	857	 MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE	Positive 
578	3456	 that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa	Positive 
581	2846	 Ayye luciferinte aduth polum etheella.Luciferine pottikanonnum ponnilla.Lucifer trailer kandappam mone oruuuu romnjam aayirunnu.Ithenthooonu ayyyye....	Negative 
582	4988	 Sambhavam pwolichu... Idengilum padakam aaavandirunnal madi aarinnu...ikollam 3 ennam aayi	Mixed_feelings 
583	5706	Katta waiting jayetta oru onnu onnara trissur poorathinu...... Mass alla marana mass anne .... Jayettan polich adukki.. Padam	Positive
584	4901	 Raju ettan vere level trailer	Positive 
585	6203	Ith kandapo ronchaaamam Enik matram aanoo vanne	Positive
588	5459	5 minute kond youtube hang avum	Positive
590	5435	Movie ok aanu.    Entertaining movie	Positive
591	5918	Malayalathinte evergreen yuthan pirannal aashamsakal Mammokka uyirrr	Positive
592	2957	 Ohh mamooka kalaki...Adipoli trailer... Best Wishes from Tamil Nadu.	Positive 
594	3088	 Any tamilnadu & telungana  surya fans here????? 🤪🤗🤗	not-malayalam 
596	5709	Karikunnam sixersile surajettane pole ayirikkum aju varghees ennu thonniyavar like adi	unknown_state
597	4076	 Like from Madurai (Tamil nadu) ....	not-malayalam 
598	201	 trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu	Mixed_feelings 
599	5948	Madhuraraja ye kaal valara mikacha quality feel cheyyunnu.  A Mammookka fan.	Positive
600	163	 You use bots for likes and views	not-malayalam 
601	1136	 Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting	Positive 
602	119	 raja solathu tha Saiva ....saivathu mattumtha Dolla..#ikka fans	not-malayalam 
603	3295	 Njan satyathil lalettan fana But e Trailer Oru rekshayilla Vera level pwoli	Positive 
604	4110	 Raja de randam varavini kodi kayaran ini kurach manikoorukal mathram.....idikatta waiting	Positive 
605	5752	Pakka mass movieanagil evide oru like thero	unknown_state
606	6529	Hey eth nth maayam ennale like koranjuu dhe eppa dislikeum koranjuu...	unknown_state
607	1512	 Karalil thakil adichu	unknown_state 
609	3128	 Da ikka da mass da ikka ummmaaaa	Positive 
610	2061	 Adar Trailer ......summer mass entertainer thanne aayirikum enn pratheekshikunnu......	Positive 
612	904	 Dec 12 onn akan etra nalay waiting anu	Positive 
613	473	 Odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani...oru biriyani edukkatte chetta..	unknown_state 
614	4560	 Lucifer na pola marana masss avatte ennu aashamsikkunnu by an ettan fan	Positive 
615	4860	 Nangade ikka polikum	Positive 
616	2212	 Unga acting super sir ..fan love from tamilnadu ..we want another film like peranbu ...mamukka	not-malayalam 
617	338	 Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE	Mixed_feelings 
619	3964	 Ente ponno ijjathi Raya kandam vazhi oodi eetahhh	Negative 
620	1646	 Manju varrier mathrame ulluvo actresss ayi kollilla	Negative 
621	2597	 August 8akan mutti nilkkunnatuu njan matramanoo????	unknown_state 
622	5007	 Ante mone	Positive 
624	799	 Dialogue presentation valare mosham padam moonjaali markkaar akumo	Negative 
625	3248	 Muriv etta simhathinde shwasam garjanethakal bhayangaram ayirunu. Ijjathi comeback. Kanji chodichavark biriyani koduthu prithvi and ettan.   /\	Positive 
626	685	 28 enna divasathinayi wait cheythu irikkunavar like adicho	unknown_state 
627	4006	 Lalettan aka Ittymaani - super duper fantastic bombastic superlastic...	not-malayalam 
628	1371	 16k views.. But 56k like.... എപ്പിടി 🤔	unknown_state 
629	2954	 Oru kidilam bgmum songsum malayalathil kelkkanam gopi chettan sadakuzhanju ezhunelkkanam	Positive 
630	1589	 Tovino yude vaayil entha puka aduppano	unknown_state 
631	4837	 Mega Maha Mamangam of Indian Cinema...... Proud of you Mammookka.	not-malayalam 
632	3846	 Kurbana kudi randu kilo pothum vangi ponalo....athanallo achayan	unknown_state 
633	4892	 An Suriya fan watching for Mohanlal in kaapaan vera level teaser	not-malayalam 
634	3423	 Mammooty fans	Negative 
